#,t_obs,tcf,"pi_beta(S, Ccf, tcf)","pi_beta(S, C, tcf)"
461,D60-120,V150-225,0.07285177707672119,0.07427345216274261
461,D60-120,V75-225,-0.14269056916236877,-0.1397874355316162
461,D60-120,VLX150QD,0.08615362644195557,0.09278475493192673
461,D60-120,VLX75QD,-0.00537795340642333,-0.0018995082937180996
462,VLX75QD,D60-120,0.0326804593205452,0.03888748958706856
462,VLX75QD,DLX60QD,0.14378798007965088,0.15299645066261292
462,VLX75QD,V150-225,0.04444947838783264,0.05779126286506653
462,VLX75QD,V75-225,0.10498901456594467,0.1257920116186142
462,VLX75QD,VLX150QD,0.07577775418758392,0.08652341365814209
463,VLX150QD,D60-120,-0.03015807271003723,-0.030681371688842773
463,VLX150QD,DLX60QD,0.14339704811573029,0.1402660310268402
463,VLX150QD,V150-225,0.03805824741721153,0.04023868218064308
463,VLX150QD,V75-225,0.07076384127140045,0.0721774697303772
463,VLX150QD,VLX75QD,-0.05816391855478287,-0.06227724999189377
464,V150-225,D60-120,-0.049453482031822205,-0.06036505103111267
464,V150-225,DLX60QD,0.05581821873784065,0.03968565911054611
464,V150-225,V75-225,0.06157191842794418,0.05398164689540863
464,V150-225,VLX150QD,0.02679348550736904,0.0189847182482481
464,V150-225,VLX75QD,-0.20446161925792694,-0.2048894166946411
465,DLX60QD,D60-120,-0.021097183227539062,-0.0069639780558645725
465,DLX60QD,V150-225,0.008270246908068657,0.026812585070729256
465,DLX60QD,V75-225,0.06298062205314636,0.08017203211784363
465,DLX60QD,VLX150QD,0.05649092048406601,0.07391899824142456
465,DLX60QD,VLX75QD,-0.18284925818443298,-0.17672818899154663
466,V75-225,D60-120,0.014684277586638927,0.012645273469388485
466,V75-225,DLX60QD,0.1581445187330246,0.13942542672157288
466,V75-225,V150-225,0.0071310377679765224,-0.006162069272249937
466,V75-225,VLX150QD,0.0946611687541008,0.08112175762653351
466,V75-225,VLX75QD,0.018016081303358078,0.016758106648921967
467,DLX60QD,D60-120,-0.024242177605628967,-0.023343287408351898
467,DLX60QD,V150-225,0.05321428179740906,0.0497051440179348
467,DLX60QD,V75-225,0.0918252095580101,0.08753440529108047
467,DLX60QD,VLX150QD,0.06455908715724945,0.06689134240150452
467,DLX60QD,VLX75QD,-0.07335378974676132,-0.06993620097637177
468,V75-225,D60-120,0.045186832547187805,0.044875942170619965
468,V75-225,DLX60QD,0.20902636647224426,0.21187874674797058
468,V75-225,V150-225,0.09612049162387848,0.09769943356513977
468,V75-225,VLX150QD,0.07936600595712662,0.0853901356458664
468,V75-225,VLX75QD,-0.16577020287513733,-0.16702087223529816
469,VLX150QD,D60-120,0.029845286160707474,0.026154566556215286
469,VLX150QD,DLX60QD,0.17796726524829865,0.1738884150981903
469,VLX150QD,V150-225,0.042806148529052734,0.04420699179172516
469,VLX150QD,V75-225,-0.005440066568553448,-0.010622311383485794
469,VLX150QD,VLX75QD,-0.20351357758045197,-0.20608960092067719
470,D60-120,DLX60QD,0.06409505009651184,0.052746765315532684
470,D60-120,V150-225,-0.06648622453212738,-0.07530767470598221
470,D60-120,V75-225,-0.11348772048950195,-0.12787985801696777
470,D60-120,VLX150QD,0.06535813957452774,0.07117992639541626
470,D60-120,VLX75QD,0.0507592149078846,0.05870087072253227
471,D60-120,DLX60QD,0.21244409680366516,0.20988783240318298
471,D60-120,V150-225,0.10382268577814102,0.10848629474639893
471,D60-120,V75-225,0.05572154000401497,0.043961260467767715
471,D60-120,VLX150QD,0.0826571062207222,0.08021722733974457
471,D60-120,VLX75QD,-0.17527636885643005,-0.1758033037185669
472,D60-120,DLX60QD,0.06432142853736877,0.06327346712350845
472,D60-120,V150-225,-0.0073913647793233395,-0.0030074785463511944
472,D60-120,V75-225,-0.23910920321941376,-0.23507808148860931
472,D60-120,VLX150QD,0.13437244296073914,0.14197894930839539
472,D60-120,VLX75QD,0.1411241739988327,0.14259687066078186
473,V150-225,D60-120,-0.03147587180137634,-0.03855744004249573
473,V150-225,DLX60QD,0.060965050011873245,0.05641016364097595
473,V150-225,V75-225,-0.09528026729822159,-0.1027577817440033
473,V150-225,VLX150QD,0.07053728401660919,0.0733342096209526
473,V150-225,VLX75QD,0.048958394676446915,0.040570273995399475
474,V75-225,D60-120,0.10140736401081085,0.09966526925563812
474,V75-225,DLX60QD,0.06245708465576172,0.06393328309059143
474,V75-225,V150-225,0.004272217862308025,0.004717929754406214
474,V75-225,VLX150QD,0.13458150625228882,0.13747240602970123
474,V75-225,VLX75QD,0.13323168456554413,0.13262511789798737
475,V150-225,D60-120,0.06834311038255692,0.06456281244754791
475,V150-225,DLX60QD,0.2017524242401123,0.20055073499679565
475,V150-225,V75-225,0.16500166058540344,0.16492846608161926
475,V150-225,VLX150QD,0.09344698488712311,0.09367281198501587
475,V150-225,VLX75QD,-0.18513108789920807,-0.18560610711574554
476,VLX150QD,D60-120,-0.0013731027720496058,-0.0033592781983315945
476,VLX150QD,DLX60QD,0.10716738551855087,0.09889444708824158
476,VLX150QD,V150-225,0.014404023997485638,0.006736143492162228
476,VLX150QD,V75-225,0.0528096929192543,0.05033710598945618
476,VLX150QD,VLX75QD,-0.05606076121330261,-0.0576929897069931
477,D60-120,DLX60QD,0.08277160674333572,0.06496618688106537
477,D60-120,V150-225,-0.05629415065050125,-0.06899217516183853
477,D60-120,V75-225,-0.10378730297088623,-0.11543755233287811
477,D60-120,VLX150QD,0.059627920389175415,0.07525686174631119
477,D60-120,VLX75QD,0.032765381038188934,0.05292545631527901
478,VLX150QD,D60-120,0.09624124318361282,0.08484451472759247
478,VLX150QD,DLX60QD,0.06583961844444275,0.07163600623607635
478,VLX150QD,V150-225,-0.0005578506388701499,-0.0006367056630551815
478,VLX150QD,V75-225,-0.23100563883781433,-0.21926923096179962
478,VLX150QD,VLX75QD,0.13206425309181213,0.12801483273506165
479,V150-225,D60-120,-0.0028575784526765347,-0.0005290228873491287
479,V150-225,DLX60QD,0.11409805715084076,0.11975833773612976
479,V150-225,V75-225,0.07685054838657379,0.08500038087368011
479,V150-225,VLX150QD,0.06467117369174957,0.07552415877580643
479,V150-225,VLX75QD,-0.10796012729406357,-0.10372867435216904
480,DLX60QD,D60-120,0.04915127530694008,0.04833448678255081
480,DLX60QD,V150-225,-0.04417168349027634,-0.04365021735429764
480,DLX60QD,V75-225,-0.1313060224056244,-0.12915684282779694
480,DLX60QD,VLX150QD,0.03348003700375557,0.03685613349080086
480,DLX60QD,VLX75QD,-0.12058301270008087,-0.11947890371084213
481,V75-225,D60-120,0.037067871540784836,0.0378899872303009
481,V75-225,DLX60QD,0.20086784660816193,0.2022239863872528
481,V75-225,V150-225,0.0755511149764061,0.07404478639364243
481,V75-225,VLX150QD,0.07267837226390839,0.07530585676431656
481,V75-225,VLX75QD,-0.1696218103170395,-0.1691794991493225
482,D60-120,DLX60QD,0.0729483813047409,0.07969637960195541
482,D60-120,V150-225,0.05065859481692314,0.056865792721509933
482,D60-120,V75-225,-0.2033776491880417,-0.1966550350189209
482,D60-120,VLX150QD,0.13765275478363037,0.1569657027721405
482,D60-120,VLX75QD,0.11519616842269897,0.12320472300052643
483,VLX75QD,D60-120,-0.02035931497812271,-0.013625387102365494
483,VLX75QD,DLX60QD,0.06492821127176285,0.05761779844760895
483,VLX75QD,V150-225,-0.0643727257847786,-0.07396204024553299
483,VLX75QD,V75-225,-0.11022522300481796,-0.12130969762802124
483,VLX75QD,VLX150QD,0.058745384216308594,0.0795760452747345
484,DLX60QD,D60-120,0.06856022775173187,0.05882297456264496
484,DLX60QD,V150-225,0.08210096508264542,0.07718813419342041
484,DLX60QD,V75-225,0.17767730355262756,0.1675298660993576
484,DLX60QD,VLX150QD,0.09070135653018951,0.08246007561683655
484,DLX60QD,VLX75QD,-0.18950876593589783,-0.19314299523830414
485,V150-225,D60-120,0.11490335315465927,0.11161204427480698
485,V150-225,DLX60QD,0.05865051597356796,0.059775665402412415
485,V150-225,V75-225,-0.21545453369617462,-0.216133713722229
485,V150-225,VLX150QD,0.09231796115636826,0.08792196214199066
485,V150-225,VLX75QD,0.0877438485622406,0.08270807564258575
486,VLX75QD,D60-120,-0.019010964781045914,-0.024360332638025284
486,VLX75QD,DLX60QD,0.08696410804986954,0.07952228933572769
486,VLX75QD,V150-225,-0.06242232769727707,-0.06727515906095505
486,VLX75QD,V75-225,-0.11513682454824448,-0.1299150288105011
486,VLX75QD,VLX150QD,0.059279583394527435,0.047775156795978546
487,V75-225,D60-120,0.04626120999455452,0.04329045116901398
487,V75-225,DLX60QD,0.10695512592792511,0.097577765583992
487,V75-225,V150-225,0.005067178048193455,-0.0005592643283307552
487,V75-225,VLX150QD,0.06539502739906311,0.05735066905617714
487,V75-225,VLX75QD,-0.01657083071768284,-0.019167760387063026
488,DLX60QD,D60-120,0.08443655073642731,0.08328574150800705
488,DLX60QD,V150-225,-0.01762540079653263,-0.015129491686820984
488,DLX60QD,V75-225,-0.1771044135093689,-0.17079737782478333
488,DLX60QD,VLX150QD,0.046123962849378586,0.04642399027943611
488,DLX60QD,VLX75QD,-0.058219097554683685,-0.06423299014568329
489,V150-225,D60-120,0.015011107549071312,0.007162244059145451
489,V150-225,DLX60QD,0.152359277009964,0.1529293954372406
489,V150-225,V75-225,-0.02326643466949463,-0.027816101908683777
489,V150-225,VLX150QD,0.056025587022304535,0.0479014627635479
489,V150-225,VLX75QD,-0.20296625792980194,-0.2119167596101761
490,VLX75QD,D60-120,0.10151556879281998,0.09680671244859695
490,VLX75QD,DLX60QD,0.06302790343761444,0.0658903419971466
490,VLX75QD,V150-225,0.012467828579246998,0.010700497776269913
490,VLX75QD,V75-225,-0.21693114936351776,-0.21571564674377441
490,VLX75QD,VLX150QD,0.12180888652801514,0.12342461943626404
491,VLX150QD,D60-120,0.053742922842502594,0.04408896714448929
491,VLX150QD,DLX60QD,0.20583371818065643,0.2009093463420868
491,VLX150QD,V150-225,0.08881507813930511,0.09356998652219772
491,VLX150QD,V75-225,0.02842376008629799,0.020673278719186783
491,VLX150QD,VLX75QD,-0.18069018423557281,-0.18235576152801514
492,VLX150QD,D60-120,0.005266731139272451,-0.0009174994193017483
492,VLX150QD,DLX60QD,0.14256373047828674,0.1377500742673874
492,VLX150QD,V150-225,0.052911531180143356,0.04475752264261246
492,VLX150QD,V75-225,0.08395837247371674,0.07348644733428955
492,VLX150QD,VLX75QD,-0.12276439368724823,-0.12059083580970764
493,DLX60QD,D60-120,0.047124382108449936,0.0415610708296299
493,DLX60QD,V150-225,0.06832686811685562,0.06570776551961899
493,DLX60QD,V75-225,0.10958345234394073,0.10270287841558456
493,DLX60QD,VLX150QD,0.08934765309095383,0.08312433958053589
493,DLX60QD,VLX75QD,-0.17332030832767487,-0.17135697603225708
494,VLX150QD,D60-120,-0.054283082485198975,-0.04636712372303009
494,VLX150QD,DLX60QD,0.03566959500312805,0.050766363739967346
494,VLX150QD,V150-225,-0.026681553572416306,-0.016005907207727432
494,VLX150QD,V75-225,0.04221165180206299,0.05865851789712906
494,VLX150QD,VLX75QD,-0.15468871593475342,-0.15153244137763977
495,V150-225,D60-120,0.020007293671369553,0.017714472487568855
495,V150-225,DLX60QD,0.1689302921295166,0.1727358102798462
495,V150-225,V75-225,-0.06619583070278168,-0.0628371387720108
495,V150-225,VLX150QD,0.061667658388614655,0.06316876411437988
495,V150-225,VLX75QD,-0.1046716719865799,-0.10450547933578491
496,D60-120,DLX60QD,0.08591357618570328,0.08973278105258942
496,D60-120,V150-225,0.020049870014190674,0.02287978120148182
496,D60-120,V75-225,-0.1542349010705948,-0.15074577927589417
496,D60-120,VLX150QD,0.05339925363659859,0.055932220071554184
496,D60-120,VLX75QD,-0.05620396137237549,-0.05479910224676132
497,V150-225,D60-120,0.08204870671033859,0.08144787698984146
497,V150-225,DLX60QD,0.047575898468494415,0.05007242038846016
497,V150-225,V75-225,-0.20211263000965118,-0.2018389105796814
497,V150-225,VLX150QD,0.06151656433939934,0.06569083034992218
497,V150-225,VLX75QD,0.06817367672920227,0.06769513338804245
498,VLX75QD,D60-120,-0.0046784766018390656,-0.006473754066973925
498,VLX75QD,DLX60QD,0.14069071412086487,0.13974601030349731
498,VLX75QD,V150-225,0.03913635015487671,0.042070772498846054
498,VLX75QD,V75-225,0.05814681574702263,0.06298906356096268
498,VLX75QD,VLX150QD,0.06422723084688187,0.06455907225608826
499,D60-120,DLX60QD,0.05503065511584282,0.053346507251262665
499,D60-120,V150-225,-0.021772583946585655,-0.028223082423210144
499,D60-120,V75-225,-0.21005329489707947,-0.20725096762180328
499,D60-120,VLX150QD,0.06758125126361847,0.04991110414266586
499,D60-120,VLX75QD,0.06402771174907684,0.03650447726249695
500,V150-225,D60-120,0.00916549563407898,-0.004152539651840925
500,V150-225,DLX60QD,0.05945012718439102,0.03830793499946594
500,V150-225,V75-225,0.007901666685938835,-0.015369191765785217
500,V150-225,VLX150QD,0.033556289970874786,0.022893885150551796
500,V150-225,VLX75QD,-0.08007877320051193,-0.08712100982666016
501,DLX60QD,D60-120,0.0436101034283638,0.038674142211675644
501,DLX60QD,V150-225,-0.0403880849480629,-0.038178492337465286
501,DLX60QD,V75-225,-0.13636371493339539,-0.12463903427124023
501,DLX60QD,VLX150QD,0.029379060491919518,0.03336647152900696
501,DLX60QD,VLX75QD,-0.12613877654075623,-0.1302764117717743
502,D60-120,DLX60QD,0.03135450556874275,0.035057805478572845
502,D60-120,V150-225,-0.03446834906935692,-0.035215385258197784
502,D60-120,V75-225,0.034666936844587326,0.03452162444591522
502,D60-120,VLX150QD,0.0100612947717309,0.012445688247680664
502,D60-120,VLX75QD,-0.17233674228191376,-0.16962602734565735
503,V150-225,D60-120,0.08135572820901871,0.08656075596809387
503,V150-225,DLX60QD,0.05271267145872116,0.05997399240732193
503,V150-225,V75-225,-0.21104378998279572,-0.20512671768665314
503,V150-225,VLX150QD,0.06435824930667877,0.09376069903373718
503,V150-225,VLX75QD,0.12759284675121307,0.13528558611869812
504,V75-225,D60-120,0.05331559106707573,0.05148407071828842
504,V75-225,DLX60QD,0.20874765515327454,0.2079283595085144
504,V75-225,V150-225,0.10556020587682724,0.10468494892120361
504,V75-225,VLX150QD,0.08095742017030716,0.08784434199333191
504,V75-225,VLX75QD,-0.1833706498146057,-0.182912677526474
505,VLX150QD,D60-120,0.011738096363842487,0.013914866372942924
505,VLX150QD,DLX60QD,0.15479618310928345,0.1524403691291809
505,VLX150QD,V150-225,0.05251999571919441,0.05650206655263901
505,VLX150QD,V75-225,0.08167558163404465,0.08493945002555847
505,VLX150QD,VLX75QD,-0.12013421952724457,-0.11626879125833511
506,VLX150QD,D60-120,0.05991118401288986,0.06133965775370598
506,VLX150QD,DLX60QD,0.18213510513305664,0.18373030424118042
506,VLX150QD,V150-225,0.06591413915157318,0.06871289014816284
506,VLX150QD,V75-225,0.16183781623840332,0.16213412582874298
506,VLX150QD,VLX75QD,-0.1996060162782669,-0.19727684557437897
507,VLX150QD,D60-120,0.0662604421377182,0.07016721367835999
507,VLX150QD,DLX60QD,0.06060906499624252,0.0559643916785717
507,VLX150QD,V150-225,-0.07727886736392975,-0.08293639123439789
507,VLX150QD,V75-225,-0.20207974314689636,-0.21056011319160461
507,VLX150QD,VLX75QD,0.05826377868652344,0.07012583315372467
508,D60-120,DLX60QD,0.06434838473796844,0.05686914920806885
508,D60-120,V150-225,0.008450246416032314,0.005088114645332098
508,D60-120,V75-225,0.028633516281843185,0.02054772712290287
508,D60-120,VLX150QD,0.034734759479761124,0.03360006958246231
508,D60-120,VLX75QD,-0.09038745611906052,-0.09909273684024811
509,D60-120,DLX60QD,0.14288310706615448,0.1412469744682312
509,D60-120,V150-225,0.04252079501748085,0.04132033884525299
509,D60-120,V75-225,0.07789044082164764,0.07944411039352417
509,D60-120,VLX150QD,0.07321298122406006,0.06555846333503723
509,D60-120,VLX75QD,-0.041826341301202774,-0.04386502504348755
510,V75-225,D60-120,0.03826422989368439,0.040207620710134506
510,V75-225,DLX60QD,0.14144659042358398,0.14701196551322937
510,V75-225,V150-225,-0.026179015636444092,-0.01398305781185627
510,V75-225,VLX150QD,0.04780438169836998,0.06539638340473175
510,V75-225,VLX75QD,-0.149850994348526,-0.14204564690589905
511,D60-120,DLX60QD,0.15585388243198395,0.1453753560781479
511,D60-120,V150-225,0.008508827537298203,0.00026933522894978523
511,D60-120,V75-225,0.04851246625185013,0.040086545050144196
511,D60-120,VLX150QD,0.07761986553668976,0.0775865688920021
511,D60-120,VLX75QD,0.012515922077000141,0.018210014328360558
512,DLX60QD,D60-120,0.05234801769256592,0.04574913531541824
512,DLX60QD,V150-225,0.059397757053375244,0.05879535526037216
512,DLX60QD,V75-225,0.12278203666210175,0.12858548760414124
512,DLX60QD,VLX150QD,0.08587390184402466,0.07883627712726593
512,DLX60QD,VLX75QD,-0.20110023021697998,-0.20566976070404053
513,D60-120,DLX60QD,0.14835914969444275,0.14444053173065186
513,D60-120,V150-225,0.06271719187498093,0.056733835488557816
513,D60-120,V75-225,0.09694691002368927,0.09446398913860321
513,D60-120,VLX150QD,0.06912990659475327,0.07179540395736694
513,D60-120,VLX75QD,-0.12625935673713684,-0.12308645248413086
514,V75-225,D60-120,-0.004337100312113762,0.0022060065530240536
514,V75-225,DLX60QD,0.11897637695074081,0.11625739187002182
514,V75-225,V150-225,0.026123683899641037,0.02574312873184681
514,V75-225,VLX150QD,0.060004960745573044,0.06771697103977203
514,V75-225,VLX75QD,-0.10180439054965973,-0.09473584592342377
515,VLX150QD,D60-120,0.03912707045674324,0.04254480451345444
515,VLX150QD,DLX60QD,0.07251989841461182,0.07094117254018784
515,VLX150QD,V150-225,-0.011071374639868736,-0.010124651715159416
515,VLX150QD,V75-225,-0.12754088640213013,-0.12849192321300507
515,VLX150QD,VLX75QD,-0.13845667243003845,-0.13743044435977936
516,D60-120,DLX60QD,0.16943088173866272,0.15036462247371674
516,D60-120,V150-225,-0.007356094662100077,-0.01801474392414093
516,D60-120,V75-225,0.020154397934675217,0.002519161906093359
516,D60-120,VLX150QD,0.11622186005115509,0.10722610354423523
516,D60-120,VLX75QD,0.062292177230119705,0.06588441133499146
517,DLX60QD,D60-120,0.03523416444659233,0.04011634737253189
517,DLX60QD,V150-225,-0.01995917595922947,-0.02199453115463257
517,DLX60QD,V75-225,-0.07559463381767273,-0.07258345186710358
517,DLX60QD,VLX150QD,0.049076713621616364,0.053998470306396484
517,DLX60QD,VLX75QD,-0.159682959318161,-0.1555042564868927
518,DLX60QD,D60-120,-0.011493295431137085,-0.016595618799328804
518,DLX60QD,V150-225,0.029878076165914536,0.024642590433359146
518,DLX60QD,V75-225,0.08675716817378998,0.08171491324901581
518,DLX60QD,VLX150QD,0.06492645293474197,0.05677902325987816
518,DLX60QD,VLX75QD,-0.14133745431900024,-0.1426037847995758
519,D60-120,DLX60QD,0.11215899139642715,0.08937324583530426
519,D60-120,V150-225,0.005596922244876623,-0.01003899797797203
519,D60-120,V75-225,0.0037378803826868534,-0.01667727716267109
519,D60-120,VLX150QD,0.06305082887411118,0.04688934236764908
519,D60-120,VLX75QD,-0.010739333927631378,-0.02168440632522106
520,V150-225,D60-120,0.13188157975673676,0.13728082180023193
520,V150-225,DLX60QD,0.0692177265882492,0.07454849779605865
520,V150-225,V75-225,-0.20313310623168945,-0.20093175768852234
520,V150-225,VLX150QD,0.1397964209318161,0.1493673026561737
520,V150-225,VLX75QD,0.11510441452264786,0.11786948889493942
521,V150-225,D60-120,0.021419456228613853,0.03159968927502632
521,V150-225,DLX60QD,0.12047282606363297,0.11708830296993256
521,V150-225,V75-225,-0.1356172263622284,-0.13239826261997223
521,V150-225,VLX150QD,0.050863783806562424,0.05731789022684097
521,V150-225,VLX75QD,-0.02605404332280159,-0.018221918493509293
522,VLX150QD,D60-120,0.08757326751947403,0.09057968109846115
522,VLX150QD,DLX60QD,0.10124696791172028,0.10672503709793091
522,VLX150QD,V150-225,0.053160715848207474,0.057015396654605865
522,VLX150QD,V75-225,-0.12111997604370117,-0.11914533376693726
522,VLX150QD,VLX75QD,-0.08573402464389801,-0.08501917123794556
523,VLX150QD,D60-120,-0.041636932641267776,-0.04447267949581146
523,VLX150QD,DLX60QD,0.0327971950173378,0.021787021309137344
523,VLX150QD,V150-225,-0.021573368459939957,-0.029117830097675323
523,VLX150QD,V75-225,0.01052827201783657,-0.011673331260681152
523,VLX150QD,VLX75QD,-0.14727158844470978,-0.14903943240642548
524,VLX75QD,D60-120,0.10554075241088867,0.09450480341911316
524,VLX75QD,DLX60QD,0.056878138333559036,0.04565249755978584
524,VLX75QD,V150-225,0.0028653196059167385,-0.012437405064702034
524,VLX75QD,V75-225,-0.2452215701341629,-0.2542096972465515
524,VLX75QD,VLX150QD,0.12803511321544647,0.10480479151010513
525,VLX75QD,D60-120,0.029260924085974693,0.022389017045497894
525,VLX75QD,DLX60QD,0.19292859733104706,0.18848967552185059
525,VLX75QD,V150-225,0.040119413286447525,0.04541607201099396
525,VLX75QD,V75-225,-0.03168981522321701,-0.03915046527981758
525,VLX75QD,VLX150QD,0.06854762136936188,0.05989228934049606
526,D60-120,DLX60QD,0.06243611127138138,0.04834675043821335
526,D60-120,V150-225,-0.06678032875061035,-0.07611975073814392
526,D60-120,V75-225,-0.11839990317821503,-0.13239184021949768
526,D60-120,VLX150QD,0.06647702306509018,0.08736339211463928
526,D60-120,VLX75QD,0.06308898329734802,0.08684223145246506
527,V75-225,D60-120,0.005512565840035677,0.002708934247493744
527,V75-225,DLX60QD,0.1694469004869461,0.1590675413608551
527,V75-225,V150-225,-0.008006373420357704,-0.011779291555285454
527,V75-225,VLX150QD,0.06143776699900627,0.05254025012254715
527,V75-225,VLX75QD,-0.0930999368429184,-0.09482255578041077
528,V150-225,D60-120,0.029979903250932693,0.045718394219875336
528,V150-225,DLX60QD,0.05672574043273926,0.049490757286548615
528,V150-225,V75-225,-0.1535976231098175,-0.16712257266044617
528,V150-225,VLX150QD,0.07686308771371841,0.09907930344343185
528,V150-225,VLX75QD,0.13335448503494263,0.15439575910568237
529,D60-120,DLX60QD,0.05341099575161934,0.05766228586435318
529,D60-120,V150-225,-0.01425769180059433,-0.009671593084931374
529,D60-120,V75-225,-0.2258937805891037,-0.22387118637561798
529,D60-120,VLX150QD,0.08657872676849365,0.12058821320533752
529,D60-120,VLX75QD,0.10520045459270477,0.12315690517425537
530,V150-225,D60-120,0.05253509804606438,0.052530817687511444
530,V150-225,DLX60QD,0.14677110314369202,0.15245205163955688
530,V150-225,V75-225,0.022457223385572433,0.02571425773203373
530,V150-225,VLX150QD,0.09152831137180328,0.09908387064933777
530,V150-225,VLX75QD,0.03289831429719925,0.036646924912929535
531,DLX60QD,D60-120,0.007605600170791149,0.012737559154629707
531,DLX60QD,V150-225,-0.046617019921541214,-0.04599590599536896
531,DLX60QD,V75-225,-0.09761838614940643,-0.09583687037229538
531,DLX60QD,VLX150QD,0.05365459993481636,0.0629972517490387
531,DLX60QD,VLX75QD,-0.06863465905189514,-0.057195670902729034
532,D60-120,DLX60QD,0.1341451108455658,0.1203298270702362
532,D60-120,V150-225,0.014195485040545464,0.003355319146066904
532,D60-120,V75-225,0.05738700553774834,0.04365749657154083
532,D60-120,VLX150QD,0.06660578399896622,0.05826530605554581
532,D60-120,VLX75QD,-0.028178974986076355,-0.019373521208763123
533,V75-225,D60-120,0.07595531642436981,0.06289082765579224
533,V75-225,DLX60QD,0.16270512342453003,0.15470808744430542
533,V75-225,V150-225,-0.01924196258187294,-0.022746143862605095
533,V75-225,VLX150QD,0.10837270319461823,0.09988965839147568
533,V75-225,VLX75QD,0.07763052731752396,0.06689252704381943
534,V150-225,D60-120,0.038859203457832336,0.03537774458527565
534,V150-225,DLX60QD,0.2021472454071045,0.1981452852487564
534,V150-225,V75-225,0.0008926227455958724,-0.009842928498983383
534,V150-225,VLX150QD,0.07465285807847977,0.07142335921525955
534,V150-225,VLX75QD,-0.17241105437278748,-0.16986322402954102
535,DLX60QD,D60-120,0.013357242569327354,0.010570528917014599
535,DLX60QD,V150-225,-0.0007181279361248016,-0.007111430633813143
535,DLX60QD,V75-225,-0.0660063773393631,-0.07246769219636917
535,DLX60QD,VLX150QD,0.059658754616975784,0.056385669857263565
535,DLX60QD,VLX75QD,-0.100095734000206,-0.09947682917118073
536,VLX75QD,D60-120,-0.04063168913125992,-0.0313955619931221
536,VLX75QD,DLX60QD,0.06526069343090057,0.07947474718093872
536,VLX75QD,V150-225,-0.005905272904783487,0.010182783007621765
536,VLX75QD,V75-225,0.07561707496643066,0.09395158290863037
536,VLX75QD,VLX150QD,0.040082789957523346,0.050393253564834595
537,D60-120,DLX60QD,0.15512245893478394,0.16009342670440674
537,D60-120,V150-225,-0.013127999380230904,-0.006991369184106588
537,D60-120,V75-225,0.030884871259331703,0.03279711306095123
537,D60-120,VLX150QD,0.08880679309368134,0.09352784603834152
537,D60-120,VLX75QD,0.0442446768283844,0.038777582347393036
538,D60-120,DLX60QD,0.07088600099086761,0.07125486433506012
538,D60-120,V150-225,0.019953787326812744,0.013830892741680145
538,D60-120,V75-225,-0.2253536731004715,-0.22637119889259338
538,D60-120,VLX150QD,0.14646510779857635,0.14713211357593536
538,D60-120,VLX75QD,0.13728241622447968,0.12943188846111298
539,V150-225,D60-120,0.018939409404993057,0.007448724005371332
539,V150-225,DLX60QD,0.15938684344291687,0.1478581726551056
539,V150-225,V75-225,0.07859404385089874,0.0656520277261734
539,V150-225,VLX150QD,0.07280562818050385,0.06571374088525772
539,V150-225,VLX75QD,-0.14041005074977875,-0.13963739573955536
540,D60-120,DLX60QD,0.14086124300956726,0.14489099383354187
540,D60-120,V150-225,-0.009704590775072575,-0.01305684819817543
540,D60-120,V75-225,0.02405424788594246,0.02605564333498478
540,D60-120,VLX150QD,0.08311542123556137,0.09250758588314056
540,D60-120,VLX75QD,0.026753444224596024,0.03470420837402344
541,D60-120,DLX60QD,0.052379317581653595,0.04706412926316261
541,D60-120,V150-225,-0.06765426695346832,-0.07232333719730377
541,D60-120,V75-225,-0.18371324241161346,-0.19670243561267853
541,D60-120,VLX150QD,0.08927066624164581,0.10359779745340347
541,D60-120,VLX75QD,0.14759832620620728,0.16196155548095703
542,D60-120,DLX60QD,0.15844975411891937,0.16016894578933716
542,D60-120,V150-225,-0.011215172708034515,-0.012686017900705338
542,D60-120,V75-225,-0.009607059881091118,-0.008606385439634323
542,D60-120,VLX150QD,0.11620505154132843,0.1183856874704361
542,D60-120,VLX75QD,0.07860525697469711,0.08693653345108032
543,V75-225,D60-120,0.1043243557214737,0.10964909195899963
543,V75-225,DLX60QD,0.06656114757061005,0.06634832918643951
543,V75-225,V150-225,0.007084169890731573,0.01238948106765747
543,V75-225,VLX150QD,0.14911103248596191,0.16794702410697937
543,V75-225,VLX75QD,0.1459047943353653,0.15454325079917908
544,V150-225,D60-120,0.12906892597675323,0.11553004384040833
544,V150-225,DLX60QD,0.08335641771554947,0.08035971969366074
544,V150-225,V75-225,-0.16977562010288239,-0.1704292595386505
544,V150-225,VLX150QD,0.06738090515136719,0.06484947353601456
544,V150-225,VLX75QD,-0.0012838270049542189,-0.016243647783994675
545,DLX60QD,D60-120,0.06433470547199249,0.05587179958820343
545,DLX60QD,V150-225,0.13387839496135712,0.13228091597557068
545,DLX60QD,V75-225,0.0841904729604721,0.07139436900615692
545,DLX60QD,VLX150QD,0.09678437560796738,0.08652956783771515
545,DLX60QD,VLX75QD,-0.1573444902896881,-0.15586191415786743
546,DLX60QD,D60-120,0.10836424678564072,0.08873455971479416
546,DLX60QD,V150-225,0.00810089148581028,-0.005949999671429396
546,DLX60QD,V75-225,-0.23335020244121552,-0.23633882403373718
546,DLX60QD,VLX150QD,0.13877025246620178,0.09216341376304626
546,DLX60QD,VLX75QD,0.12438689172267914,0.10538926720619202
